plant_name,start_datetime,end_datetime,yield_kwh
경주풍력,2024-01-01 00:00:00,2024-01-01 01:00:00,12190.67162109375
경주풍력,2024-01-01 01:00:00,2024-01-01 02:00:00,9978.498291015623
경주풍력,2024-01-01 02:00:00,2024-01-01 03:00:00,10129.59431640625
경주풍력,2024-01-01 03:00:00,2024-01-01 04:00:00,10063.9713671875
경주풍력,2024-01-01 04:00:00,2024-01-01 05:00:00,9322.446142578125
경주풍력,2024-01-01 05:00:00,2024-01-01 06:00:00,8501.238852539063
경주풍력,2024-01-01 06:00:00,2024-01-01 07:00:00,7460.121967773437
경주풍력,2024-01-01 07:00:00,2024-01-01 08:00:00,5968.505009765625
경주풍력,2024-01-01 08:00:00,2024-01-01 09:00:00,5419.054252929687
경주풍력,2024-01-01 09:00:00,2024-01-01 10:00:00,4988.035590820313
경주풍력,2024-01-01 10:00:00,2024-01-01 11:00:00,4095.944467773437
경주풍력,2024-01-01 11:00:00,2024-01-01 12:00:00,3781.226791992188
경주풍력,2024-01-01 12:00:00,2024-01-01 13:00:00,3094.11771484375
경주풍력,2024-01-01 13:00:00,2024-01-01 14:00:00,3297.378173828125
경주풍력,2024-01-01 14:00:00,2024-01-01 15:00:00,3821.863178710937
경주풍력,2024-01-01 15:00:00,2024-01-01 16:00:00,4408.870043945312
경주풍력,2024-01-01 16:00:00,2024-01-01 17:00:00,5127.289311523437
경주풍력,2024-01-01 17:00:00,2024-01-01 18:00:00,6821.049584960938
경주풍력,2024-01-01 18:00:00,2024-01-01 19:00:00,7360.694125976563
경주풍력,2024-01-01 19:00:00,2024-01-01 20:00:00,8515.30638671875
경주풍력,2024-01-01 20:00:00,2024-01-01 21:00:00,8755.289609375
경주풍력,2024-01-01 21:00:00,2024-01-01 22:00:00,9269.289750976564
경주풍력,2024-01-01 22:00:00,2024-01-01 23:00:00,10398.825024414062
경주풍력,2024-01-01 23:00:00,2024-01-02 00:00:00,12514.75525390625
경주풍력,2024-01-02 00:00:00,2024-01-02 01:00:00,13097.943291015625
경주풍력,2024-01-02 01:00:00,2024-01-02 02:00:00,12881.061064453124
경주풍력,2024-01-02 02:00:00,2024-01-02 03:00:00,14460.636176757813
경주풍력,2024-01-02 03:00:00,2024-01-02 04:00:00,13685.084506835938
경주풍력,2024-01-02 04:00:00,2024-01-02 05:00:00,13428.4686328125
경주풍력,2024-01-02 05:00:00,2024-01-02 06:00:00,14209.746752929688
경주풍력,2024-01-02 06:00:00,2024-01-02 07:00:00,12821.309482421875
경주풍력,2024-01-02 07:00:00,2024-01-02 08:00:00,12774.701235351562
경주풍력,2024-01-02 08:00:00,2024-01-02 09:00:00,12607.742626953124
경주풍력,2024-01-02 09:00:00,2024-01-02 10:00:00,11798.795659179688
경주풍력,2024-01-02 10:00:00,2024-01-02 11:00:00,11455.9850390625
경주풍력,2024-01-02 11:00:00,2024-01-02 12:00:00,11654.544736328126
경주풍력,2024-01-02 12:00:00,2024-01-02 13:00:00,9605.80431640625
경주풍력,2024-01-02 13:00:00,2024-01-02 14:00:00,9005.216733398438
경주풍력,2024-01-02 14:00:00,2024-01-02 15:00:00,7084.919506835938
경주풍력,2024-01-02 15:00:00,2024-01-02 16:00:00,8234.466303710939
경주풍력,2024-01-02 16:00:00,2024-01-02 17:00:00,10753.466665039065
경주풍력,2024-01-02 17:00:00,2024-01-02 18:00:00,10568.581240234374
경주풍력,2024-01-02 18:00:00,2024-01-02 19:00:00,10149.013876953126
경주풍력,2024-01-02 19:00:00,2024-01-02 20:00:00,8992.806372070312
경주풍력,2024-01-02 20:00:00,2024-01-02 21:00:00,8413.583002929689
경주풍력,2024-01-02 21:00:00,2024-01-02 22:00:00,10258.872973632811
경주풍력,2024-01-02 22:00:00,2024-01-02 23:00:00,12512.7251953125
경주풍력,2024-01-02 23:00:00,2024-01-03 00:00:00,10852.496943359376
경주풍력,2024-01-03 00:00:00,2024-01-03 01:00:00,12086.924018554688
경주풍력,2024-01-03 01:00:00,2024-01-03 02:00:00,12500.475864257813
경주풍력,2024-01-03 02:00:00,2024-01-03 03:00:00,13948.2079296875
경주풍력,2024-01-03 03:00:00,2024-01-03 04:00:00,13780.38365234375
경주풍력,2024-01-03 04:00:00,2024-01-03 05:00:00,13415.457470703124
경주풍력,2024-01-03 05:00:00,2024-01-03 06:00:00,13072.185947265623
경주풍력,2024-01-03 06:00:00,2024-01-03 07:00:00,11454.325356445312
경주풍력,2024-01-03 07:00:00,2024-01-03 08:00:00,12056.315913085937
경주풍력,2024-01-03 08:00:00,2024-01-03 09:00:00,14506.750893554688
경주풍력,2024-01-03 09:00:00,2024-01-03 10:00:00,10778.097817382812
경주풍력,2024-01-03 10:00:00,2024-01-03 11:00:00,10101.287172851562
경주풍력,2024-01-03 11:00:00,2024-01-03 12:00:00,10950.697250976562
경주풍력,2024-01-03 12:00:00,2024-01-03 13:00:00,11096.678916015626
경주풍력,2024-01-03 13:00:00,2024-01-03 14:00:00,12913.283623046877
경주풍력,2024-01-03 14:00:00,2024-01-03 15:00:00,14653.35189453125
경주풍력,2024-01-03 15:00:00,2024-01-03 16:00:00,15495.836313476562
경주풍력,2024-01-03 16:00:00,2024-01-03 17:00:00,15294.674072265623
경주풍력,2024-01-03 17:00:00,2024-01-03 18:00:00,16701.91884765625
