plant_name,start_datetime,end_datetime,yield_kwh
경주풍력,2020-01-01 00:00:00,2020-01-01 01:00:00,11434.18
경주풍력,2020-01-01 01:00:00,2020-01-01 02:00:00,11487.537
경주풍력,2020-01-01 02:00:00,2020-01-01 03:00:00,11591.404
경주풍력,2020-01-01 03:00:00,2020-01-01 04:00:00,11676.85
경주풍력,2020-01-01 04:00:00,2020-01-01 05:00:00,11711.652
경주풍력,2020-01-01 05:00:00,2020-01-01 06:00:00,11680.498
경주풍력,2020-01-01 06:00:00,2020-01-01 07:00:00,11550.243
경주풍력,2020-01-01 07:00:00,2020-01-01 08:00:00,11241.996
경주풍력,2020-01-01 08:00:00,2020-01-01 09:00:00,10733.091
경주풍력,2020-01-01 09:00:00,2020-01-01 10:00:00,10168.414
경주풍력,2020-01-01 10:00:00,2020-01-01 11:00:00,9610.38
경주풍력,2020-01-01 11:00:00,2020-01-01 12:00:00,9285.3125
경주풍력,2020-01-01 12:00:00,2020-01-01 13:00:00,9057.142
경주풍력,2020-01-01 13:00:00,2020-01-01 14:00:00,8951.311
경주풍력,2020-01-01 14:00:00,2020-01-01 15:00:00,8903.521
경주풍력,2020-01-01 15:00:00,2020-01-01 16:00:00,8968.383
경주풍력,2020-01-01 16:00:00,2020-01-01 17:00:00,9077.788
경주풍력,2020-01-01 17:00:00,2020-01-01 18:00:00,9332.498
경주풍력,2020-01-01 18:00:00,2020-01-01 19:00:00,9768.891
경주풍력,2020-01-01 19:00:00,2020-01-01 20:00:00,10266.802
경주풍력,2020-01-01 20:00:00,2020-01-01 21:00:00,10645.707
경주풍력,2020-01-01 21:00:00,2020-01-01 22:00:00,10817.75
경주풍력,2020-01-01 22:00:00,2020-01-01 23:00:00,11093.327
경주풍력,2020-01-01 23:00:00,2020-01-02 00:00:00,11321.021
경주풍력,2020-01-02 00:00:00,2020-01-02 01:00:00,11422.254
경주풍력,2020-01-02 01:00:00,2020-01-02 02:00:00,11475.611
경주풍력,2020-01-02 02:00:00,2020-01-02 03:00:00,11579.479
경주풍력,2020-01-02 03:00:00,2020-01-02 04:00:00,11664.924
경주풍력,2020-01-02 04:00:00,2020-01-02 05:00:00,11699.727
경주풍력,2020-01-02 05:00:00,2020-01-02 06:00:00,11668.572
경주풍력,2020-01-02 06:00:00,2020-01-02 07:00:00,11538.317
경주풍력,2020-01-02 07:00:00,2020-01-02 08:00:00,11230.07
경주풍력,2020-01-02 08:00:00,2020-01-02 09:00:00,10721.165
경주풍력,2020-01-02 09:00:00,2020-01-02 10:00:00,10156.488
경주풍력,2020-01-02 10:00:00,2020-01-02 11:00:00,9598.454
경주풍력,2020-01-02 11:00:00,2020-01-02 12:00:00,9273.387
경주풍력,2020-01-02 12:00:00,2020-01-02 13:00:00,9045.216
경주풍력,2020-01-02 13:00:00,2020-01-02 14:00:00,8939.385
경주풍력,2020-01-02 14:00:00,2020-01-02 15:00:00,8891.596
경주풍력,2020-01-02 15:00:00,2020-01-02 16:00:00,8956.457
경주풍력,2020-01-02 16:00:00,2020-01-02 17:00:00,9065.862
경주풍력,2020-01-02 17:00:00,2020-01-02 18:00:00,9320.572
경주풍력,2020-01-02 18:00:00,2020-01-02 19:00:00,9756.965
